# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
18017 7.507083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18018 7.507499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18019 7.507916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18020 7.508333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18021 7.508749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18022 7.509166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18023 7.509583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18024 7.509999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18025 7.510416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18026 7.510833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18027 7.511249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18028 7.511666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18029 7.512083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18030 7.512499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18031 7.512916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18032 7.513333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18033 7.513749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18034 7.514166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18035 7.514583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18036 7.514999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18037 7.515416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18038 7.515833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18039 7.516249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18040 7.516666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18041 7.517083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18042 7.517499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18043 7.517916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18044 7.518333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18045 7.518749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18046 7.519166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18047 7.519583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18048 7.519999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18049 7.520416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18050 7.520833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18051 7.521249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18052 7.521666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18053 7.522083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18054 7.522499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18055 7.522916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18056 7.523333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18057 7.523749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18058 7.524166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18059 7.524583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18060 7.524999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18061 7.525416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18062 7.525833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18063 7.526249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18064 7.526666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18065 7.527083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18066 7.527499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18067 7.527916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18068 7.528333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18069 7.528749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18070 7.529166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18071 7.529583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18072 7.529999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18073 7.530416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18074 7.530833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18075 7.531249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18076 7.531666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18077 7.532083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18078 7.532499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18079 7.532916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18080 7.533333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18081 7.533749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18082 7.534166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18083 7.534583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18084 7.534999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18085 7.535416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18086 7.535833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18087 7.536249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18088 7.536666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18089 7.537083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18090 7.537499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18091 7.537916666666663e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18092 7.538333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18093 7.538749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18094 7.539166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18095 7.539583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18096 7.539999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18097 7.540416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18098 7.540833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18099 7.541249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18100 7.541666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18101 7.542083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18102 7.542499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18103 7.542916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18104 7.543333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18105 7.543749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18106 7.544166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18107 7.544583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18108 7.544999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18109 7.545416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18110 7.545833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18111 7.546249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18112 7.546666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18113 7.547083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18114 7.547499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18115 7.547916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18116 7.548333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18117 7.548749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18118 7.549166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18119 7.549583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18120 7.549999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18121 7.550416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18122 7.550833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18123 7.551249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18124 7.551666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18125 7.552083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18126 7.552499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18127 7.552916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18128 7.553333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18129 7.553749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18130 7.554166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18131 7.554583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18132 7.554999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18133 7.555416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18134 7.555833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18135 7.556249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18136 7.556666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18137 7.557083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18138 7.557499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18139 7.557916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18140 7.558333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18141 7.558749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18142 7.559166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18143 7.559583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18144 7.559999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18145 7.560416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18146 7.560833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18147 7.561249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18148 7.561666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18149 7.562083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18150 7.562499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18151 7.562916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18152 7.563333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18153 7.563749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18154 7.564166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18155 7.564583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18156 7.564999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18157 7.565416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18158 7.565833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18159 7.566249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18160 7.566666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18161 7.567083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18162 7.567499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18163 7.567916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18164 7.568333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18165 7.568749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18166 7.569166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18167 7.569583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18168 7.569999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18169 7.570416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18170 7.570833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18171 7.571249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18172 7.571666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18173 7.572083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18174 7.572499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18175 7.572916666666663e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18176 7.573333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18177 7.573749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18178 7.574166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18179 7.574583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18180 7.574999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18181 7.575416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18182 7.575833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18183 7.576249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18184 7.576666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18185 7.577083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18186 7.577499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18187 7.577916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18188 7.578333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18189 7.578749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18190 7.579166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18191 7.579583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18192 7.579999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18193 7.580416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18194 7.580833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18195 7.581249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18196 7.581666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18197 7.582083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18198 7.582499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18199 7.582916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18200 7.583333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18201 7.583749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18202 7.584166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18203 7.584583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18204 7.584999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18205 7.585416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18206 7.585833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18207 7.586249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18208 7.586666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18209 7.587083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18210 7.587499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18211 7.587916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18212 7.588333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18213 7.588749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18214 7.589166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18215 7.589583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18216 7.589999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18217 7.590416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18218 7.590833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18219 7.591249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18220 7.591666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18221 7.592083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18222 7.592499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18223 7.592916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18224 7.593333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18225 7.593749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18226 7.594166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18227 7.594583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18228 7.594999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18229 7.595416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18230 7.595833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18231 7.596249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18232 7.596666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18233 7.597083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18234 7.597499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18235 7.597916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18236 7.598333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18237 7.598749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18238 7.599166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18239 7.599583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18240 7.599999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18241 7.600416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18242 7.600833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18243 7.601249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18244 7.601666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18245 7.602083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18246 7.602499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18247 7.602916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18248 7.603333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18249 7.603749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18250 7.604166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18251 7.604583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18252 7.604999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18253 7.605416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18254 7.605833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18255 7.606249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18256 7.606666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18257 7.607083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18258 7.607499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18259 7.607916666666663e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18260 7.608333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18261 7.608749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18262 7.609166666666663e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18263 7.609583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18264 7.609999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18265 7.610416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18266 7.610833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18267 7.611249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18268 7.611666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18269 7.612083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18270 7.612499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18271 7.612916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18272 7.613333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18273 7.613749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18274 7.614166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18275 7.614583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18276 7.614999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18277 7.615416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18278 7.615833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18279 7.616249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18280 7.616666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18281 7.617083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18282 7.617499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18283 7.617916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18284 7.618333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18285 7.618749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18286 7.619166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18287 7.619583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18288 7.619999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18289 7.620416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18290 7.620833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18291 7.621249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18292 7.621666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18293 7.622083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18294 7.622499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18295 7.622916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18296 7.623333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18297 7.623749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18298 7.624166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18299 7.624583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18300 7.624999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18301 7.625416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18302 7.625833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18303 7.626249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18304 7.626666666666663e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18305 7.627083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18306 7.627499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18307 7.627916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18308 7.628333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18309 7.628749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18310 7.629166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18311 7.629583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18312 7.629999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
