# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
12529 5.220416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12530 5.220833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12531 5.221249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12532 5.221666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12533 5.222083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12534 5.222499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12535 5.222916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12536 5.223333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12537 5.223749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12538 5.224166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12539 5.224583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12540 5.224999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12541 5.225416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12542 5.225833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12543 5.226249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12544 5.226666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12545 5.227083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12546 5.227499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12547 5.227916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12548 5.228333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12549 5.228749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12550 5.229166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12551 5.229583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12552 5.229999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12553 5.230416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12554 5.230833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12555 5.231249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12556 5.231666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12557 5.232083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12558 5.232499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12559 5.232916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12560 5.233333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12561 5.233749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12562 5.234166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12563 5.234583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12564 5.234999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12565 5.235416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12566 5.235833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12567 5.236249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12568 5.236666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12569 5.237083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12570 5.237499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12571 5.237916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12572 5.238333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12573 5.238749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12574 5.239166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12575 5.239583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12576 5.239999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12577 5.240416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12578 5.240833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12579 5.241249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12580 5.241666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12581 5.242083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12582 5.242499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12583 5.242916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12584 5.243333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12585 5.243749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12586 5.244166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12587 5.244583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12588 5.244999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12589 5.245416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12590 5.245833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12591 5.246249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12592 5.246666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12593 5.247083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12594 5.247499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12595 5.247916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12596 5.248333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12597 5.248749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12598 5.249166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12599 5.249583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12600 5.249999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12601 5.250416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12602 5.250833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12603 5.251249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12604 5.251666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12605 5.252083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12606 5.252499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12607 5.252916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12608 5.253333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12609 5.253749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12610 5.254166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12611 5.254583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12612 5.254999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12613 5.255416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12614 5.255833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12615 5.256249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12616 5.256666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12617 5.257083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12618 5.257499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12619 5.257916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12620 5.258333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12621 5.258749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12622 5.259166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12623 5.259583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12624 5.259999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12625 5.260416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12626 5.260833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12627 5.261249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12628 5.261666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12629 5.262083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12630 5.262499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12631 5.262916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12632 5.263333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12633 5.263749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12634 5.264166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12635 5.264583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12636 5.264999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12637 5.265416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12638 5.265833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12639 5.266249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12640 5.266666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12641 5.267083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12642 5.267499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12643 5.267916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12644 5.268333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12645 5.268749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12646 5.269166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12647 5.269583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12648 5.269999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12649 5.270416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12650 5.270833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12651 5.271249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12652 5.271666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12653 5.272083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12654 5.272499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12655 5.272916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12656 5.273333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12657 5.273749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12658 5.274166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12659 5.274583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12660 5.274999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12661 5.275416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12662 5.275833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12663 5.276249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12664 5.276666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12665 5.277083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12666 5.277499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12667 5.277916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12668 5.278333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12669 5.278749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12670 5.279166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12671 5.279583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12672 5.279999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12673 5.280416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12674 5.280833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12675 5.281249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12676 5.281666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12677 5.282083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12678 5.282499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12679 5.282916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12680 5.283333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12681 5.283749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12682 5.284166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12683 5.284583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12684 5.284999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12685 5.285416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12686 5.285833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12687 5.286249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12688 5.286666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12689 5.287083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12690 5.287499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12691 5.287916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12692 5.288333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12693 5.288749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12694 5.289166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12695 5.289583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12696 5.289999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12697 5.290416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12698 5.290833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12699 5.291249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12700 5.291666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12701 5.292083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12702 5.292499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12703 5.292916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12704 5.293333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12705 5.293749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12706 5.294166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12707 5.294583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12708 5.294999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12709 5.295416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12710 5.295833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12711 5.296249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
